Underyling,payoutChange,divGrowth,payoutAvg,debtEquityAvg,netMarginAvg
BG,1.311101509,0.083424331,0.801964689,1.856678443,0.013050846
BIP,10.29063713,0.19389901,15.94887838,2.831827705,0.076322878
CIT,-1.55830133,0.066850881,0.069636293,5.523692838,0.129832783
BKE,0.289541314,0.043056884,0.448700568,0.370078669,0.110082672
RBB,-0.046938973,0.274694138,0.1914624,5.771452132,0.322336229
UNM,-0.17059186,0.071484355,0.198030647,5.860932407,0.084400839
BMY,1.053967523,0.024327558,1.571098208,1.378683062,0.124132396
BNS,0.010329391,0.051621638,0.488492955,15.75170361,0.311997761
BOH,-0.042389027,0.009685118,0.467445103,12.97218985,0.290331943
CBU,-0.056716079,0.105352603,0.494584456,6.100967238,0.264429468
SFNC,-0.022010918,0.350483251,0.347285485,6.239185894,0.213959195
F,-0.195048847,0.073647553,0.385001407,6.796080343,0.042688281
FFG,-0.065569622,0.082791532,0.322737345,6.799741551,0.189629392
BSAC,0.124585734,0.082333689,0.676983899,11.24101214,0.365887917
BSBR,0.188568658,0.460887967,0.493077408,6.534029673,0.327233273
BSIG,9.542378299,-0.258744298,3.263852815,9.825697956,0.139201016
BTU,-0.994341257,-0.984832069,-0.000712359,27.25609107,-0.141544342
BWXT,-0.217100497,0.000693639,0.250261886,6.216892133,0.099509986
IBTX,-0.052704164,0.284330742,0.133727292,6.847770818,0.257775911
CAJ,0.125444696,0.043448443,0.851347665,0.640578403,0.053843231
CATO,1.551307041,-0.000623501,1.734170677,0.572428517,0.041837211
CB,0.044523192,0.158626126,0.308870667,2.361764026,0.133383509
CTBI,-0.020538851,0.037637499,0.458117509,6.952446766,0.28207396
CCU,0.020723527,0.048093002,0.572202135,0.635621605,0.077642487
CFG,0.128848594,0.350021547,0.236834736,6.454166302,0.235671882
HFWA,-0.062008568,0.281669282,0.353113662,6.984670525,0.238601017
CIB,0.150674991,0.170219269,0.345231428,8.295771104,0.260402259
CIG,1.476773216,-0.212567876,0.959822214,2.115102745,0.058931452
MTB,-0.030543962,0.064514394,0.398953361,6.986994469,0.251413118
CL,0.149034293,0.026291273,0.746186092,-99.03304729,0.125976952
CM,-0.156738197,-0.042417639,0.401175673,20.40630969,0.294373086
CMI,0.3237957,0.112880906,0.543746809,1.167432096,0.067242469
CNA,0.74507988,0.456036146,0.990631979,3.63897942,0.079520447
FMAO,-0.061443352,0.032033371,0.367064774,7.298915639,0.265469888
COP,0.069995588,-0.192363665,-0.90012958,1.46460654,-0.10912976
CPA,-1.220205708,-0.104047706,-0.036672697,1.147484802,0.065713869
CULP,0.05506309,0.165680929,0.184474678,0.35914947,0.063590286
CVI,1.550526751,-0.111068348,2.931185188,2.247510528,0.025175542
CVX,-2.700583523,0.008509286,-4.511418955,0.73625175,0.034913368
DAL,0.143808762,0.428085165,0.133358917,3.300104602,0.102747138
DAN,1.618863941,-0.043018018,0.200902406,4.106335048,0.05049581
DB,0.632397525,0.380671747,-0.465782437,22.52298855,-0.095941753
DBD,-1.091524058,-0.220824214,-0.354356566,6.843634857,-0.010019721
DCI,0.081454565,0.012683223,0.466710119,1.317101826,0.083342001
DE,0.196049884,-0.008427002,0.4247326,7.117361495,0.066358744
DLB,0.124534302,0.119624889,0.256424635,0.17538447,0.184891978
DLX,-0.043104142,0.003148599,0.260579656,1.376028395,0.121490067
DS,-0.999485779,-0.462268305,0.62696031,5.963040741,0.062501861
DSW,0.33617654,-0.014631984,0.661108727,0.508046587,0.040628258
DWDP,1.189806996,0.195555253,1.062665807,1.62159858,0.090193236
FMBI,-0.014286434,0.138973445,0.322810183,7.375285206,0.18351587
EARN,174.9586142,-0.02716557,214.3887555,9.208829877,0.372116833
EC,-1.069959837,-0.35510015,-0.11664677,1.748651394,0.013784729
ECA,-0.978046615,-0.264783793,-0.004843484,1.397657585,-0.478475012
EIG,0.201056816,0.253332194,0.094673308,3.492534264,0.129651988
EL,0.157494953,0.160321463,0.42042109,1.629463023,0.095204837
ELP,0.058397422,0.010661434,0.392993518,1.07171435,0.072103141
ENIA,0.026577911,-0.515883744,1.025548688,1.325890028,0.090378437
ENIC,0.013216166,0.209999966,0.577064402,0.719675867,0.13198556
BBSI,-0.646799839,0.103752558,0.291615395,7.37955206,0.028040753
CNOB,-0.111671462,0.113965561,0.245097018,7.653942612,0.321362074
EOCC,0.068359436,0.110573281,0.623593032,1.063394524,0.26831909
LCNB,-0.062933165,0.026200719,0.489789867,7.967881221,0.247233958
EQM,0.083227751,0.396756733,0.611022181,0.572973711,0.527162665
EQNR,-0.905026985,-0.342666228,-0.28780479,1.830149119,-0.026115122
ERJ,0.372048051,0.024894727,0.380911018,2.001325783,0.027245819
ETN,0.020654407,0.057567298,0.528992901,0.988170089,0.112839798
EVR,0.265922277,0.134753292,0.668760775,1.548858703,0.062149233
GABC,-0.007670451,0.120029782,0.297649952,7.993865516,0.294874179
FBC,-0.756366126,0,0.639296025,10.08781625,0.164247993
FBR,-0.183566055,-0.189535485,2.275265941,1.484094073,0.099502451
FCX,-1.228618559,-0.759647614,-0.013463147,4.07041539,-0.335672011
AFSI,-0.466545029,0.423128321,0.030562922,8.045961444,0.038099512
FHN,0.680752532,0.172344147,0.509197234,10.14672077,0.12573985
FLR,0.360166653,-0.021870584,0.446462189,1.72087237,0.015786289
FMS,-0.085679149,-0.019470442,0.236120197,1.353607676,0.066595549
FSBW,-0.124679406,0.238002988,0.09712568,8.085930837,0.205710215
FNF,0.020108755,0.111095798,0.381906767,1.13542868,0.089783791
FNV,0.807065704,0.119244341,1.812591312,0.065793225,0.181879802
BAC,-0.028722578,0.360809803,0.257534279,8.091435753,0.213003526
FRO,1.13906462,0.852948327,0.4875124,1.203570874,0.028798513
FSB,-0.672461961,-0.385,0.003519333,10.85900909,0.269058787
FTI,4.473226711,-0.282950075,2.557509488,1.939260798,0.017177296
G,-0.095049159,0,0.181741859,1.266723056,0.09949448
FSFG,-0.131154912,0.042811663,0.150943123,8.4193425,0.265337024
GG,-3.058566547,-0.446821953,0.201327954,0.599701153,-0.237262848
GGG,2.283047663,0.06660343,0.775029624,1.087676091,0.156827169
RVSB,-0.069539111,0.205398423,0.216751048,8.516777653,0.173951531
GLOP,0.212623496,0.681571436,0.780849458,1.542078344,0.342262484
FFBC,-0.090017028,0.061281229,0.481228335,8.792798319,0.262600019
GM,-1.3174805,-0.10048599,-0.031297003,4.317041347,0.036007345
GS,0.411807888,0.069307211,0.306561975,10.76940567,0.185066051
GSK,2.393449412,0.00543839,2.421692188,-240.3203141,0.145166406
GVA,-0.227234669,0.006000974,0.332462654,0.915720755,0.023779308
HBM,1.970850138,-0.010655102,-0.02991336,1.400623323,-0.094981088
HFC,-1.95784931,-0.221443839,-0.090807681,0.755551765,0.029233483
BK,-0.114781414,0.039438897,0.263821544,9.027687249,0.235137716
EWBC,-0.051984549,0.058824519,0.284469715,9.059308319,0.377714121
HMN,0.185701677,0.0628859,0.491929449,7.063081859,0.101774116
SMBC,-0.027054139,0.126293468,0.187928976,9.136516122,0.273178543
HON,0.777183773,0.119691837,0.680190289,1.962698525,0.095591418
UMBF,-0.128415738,0.078654208,0.304918218,9.200838801,0.199089704
HPQ,0.148028464,-0.071966238,0.32405107,-5.425281144,0.062919622
HTH,1.364800392,1.085986132,0.077039979,5.875984454,0.103043599
HUBB,0.210836004,0.091539301,0.540636586,1.104500124,0.077213767
HUM,0.116413581,0.090669207,0.170979712,1.507830055,0.026774917
HVT,0.040012004,0.16689602,0.387468464,0.580876579,0.031572976
IBM,0.466916623,0.089685921,0.590351454,6.094585639,0.127536205
CFR,-0.047484325,0.040411225,0.463312633,9.295860127,0.290270132
ICL,-1.507084632,-0.021460382,0.001652976,2.085788623,0.046202355
INFY,0.057791422,0.131348597,0.487776295,0.219712278,0.217625675
WTFC,-0.006832865,0.180119473,0.178147674,9.309138632,0.204341319
SBSI,-0.207115275,0.217354186,0.547972129,9.325414748,0.288938837
ITT,0.396815799,0.037196782,0.253772044,1.524044625,0.087601631
ITUB,0.152340894,0.185661321,0.34547898,9.946313516,0.28757161
FMBH,-0.136863486,0.04094995,0.280482853,9.418383737,0.22685936
JE,-2.696505239,0.016972264,0.499328975,2.336502497,0.091661129
JHG,0.720439385,0.118510038,0.857032566,0.526293433,0.243482226
CBSH,-0.020504806,0.044671943,0.340056174,9.490496261,0.253743829
JNJ,4.098508146,0.048100754,2.643618787,1.165031172,0.155658137
SNV,-0.041462417,0.076796652,0.269343692,9.546344753,0.212461824
JPM,0.032982836,0.1014571,0.33240476,9.741513182,0.269585979
KDP,0.155477684,-0.130820216,0.329806449,1.114442719,0.08240625
KEY,0.140180079,0.26667249,0.361789875,8.587328688,0.202636431
KMPR,1.157189116,-0.014834447,1.305976899,3.049808713,0.029222032
KO,1.563780546,0.057175449,2.256977076,3.109278726,0.119038963
L,0.028782305,-0.039766082,0.182253054,2.941696336,0.051344301
LB,0.222883325,0.213846837,0.586857678,-19.27047449,0.091002223
LEJU,0.882839695,0,0.760627068,0.53028368,-0.133321234
LLY,-4.908092222,0.014218106,-3.022858505,2.026200347,0.080247645
HTLF,-0.026773107,0.153594101,0.149327838,10.38195755,0.191381073
LOW,0.076309336,0.161525523,0.370657763,4.147262289,0.046968187
LPL,-0.16516145,0,0.160551769,0.892557436,0.044377791
LTM,-1.512138235,0,0.113002838,4.150885983,0.00044752
QCRH,-0.041062841,0.396861271,0.062541192,10.43230341,0.224523259
LXFR,0.541116041,0.077160494,0.811545043,1.602349569,0.037944362
LYB,-0.036964089,0.002895976,0.322897305,2.423601876,0.13655556
LZB,0.099539817,0.151372341,0.24715383,0.456314223,0.053177947
MA,0.195933905,0.229468418,0.212578439,2.289790812,0.361287672
MAS,0.419879345,0.033536198,0.285882769,-49.21438396,0.062057672
WYND,-0.052509094,0.105884603,0.324294124,10.89398493,0.154170976
MBT,-0.011989991,0.012424566,1.013043295,3.153061231,0.117928641
MCO,1.455234929,0.100371327,0.679230329,-30.23387263,0.194038067
MCY,0.312459915,0.005845607,1.553759874,1.72361052,0.029944289
INBK,-0.196954886,0.168671774,0.110574536,11.1886947,0.24291358
MDT,0.182469936,0.253437717,0.665976381,0.900083278,0.120637629
MET,1.687499683,0.040180114,0.982211178,11.82814187,0.05536982
MITT,3.049042108,-0.09063899,3.477353706,4.828656758,0.689458827
MMM,0.091297957,0.082682608,0.545727353,2.114955938,0.160274415
FRC,-0.043594651,0.121634884,0.258707227,11.50366562,0.30010374
NTRS,-0.038164564,0.086588352,0.351477634,13.19550196,0.211369043
MRK,0.895339906,-0.004441731,1.229550717,1.323770578,0.091647106
MS,0.070228391,0.404756637,0.264747778,10.63897306,0.169588305
MSI,-1.335086109,-0.007223974,-0.342182267,-31.70377388,0.058520924
HIG,-0.258789483,0.066162495,0.150576183,13.30764595,-0.007918871
MTX,-0.212881061,0.004830918,0.051075895,1.804973768,0.085964738
NBR,0.63647823,0.084043059,-0.120284137,1.516536991,-0.257264664
NEM,3.465698712,0.24820063,-0.412613786,0.883676293,-0.023537061
MPB,-0.026907755,0.052028176,0.319427404,13.46988717,0.184178056
SCHW,-0.037784613,0.17048482,0.25873857,14.57371568,0.25193297
NTB,-0.059363743,-0.100982896,0.400424529,13.13770792,0.278518797
NUE,2.067585379,0.007107393,2.303784617,0.841230987,0.039717012
NVO,0.103335285,0.241633378,0.497581508,1.054605006,0.334550544
NVS,0.338844919,-0.015574579,0.727142369,0.746034056,0.214160818
NYCB,-4.163638454,-0.055404203,-2.73139583,7.064911716,0.209436875
NYT,0.340940559,0.021822923,0.655737557,1.752078344,0.020656246
OAK,0.026025214,0.212016491,1.002356338,9.945272553,0.227946454
OCN,0,0,0,10.93278539,-0.131001461
OMC,0.038651971,0.032743657,0.455810919,8.473035441,0.072680639
ORCL,0.719354179,0.118570319,0.462743701,1.617260583,0.194574021
ORI,-0.049025214,0.014500251,0.434144157,3.221262177,0.081653292
PRU,-0.225563961,0.082796218,0.220140358,15.84876391,0.099234709
PBFX,-0.360954228,-0.258561826,0.759407285,-10.60951667,0.448669886
PBI,0.759897845,-0.027050114,0.805605933,3.049506547,0.071624409
PBR,0,0,0,2.285480343,-0.056482471
BMO,-0.035197031,0.032862757,0.448164995,16.66843935,0.23654567
PG,-0.020519875,0.001259279,0.643177917,1.231948725,0.180794636
PGR,0.47878052,0.324029817,0.410895867,3.093718932,0.054750285
PH,0.02337506,0.024244687,0.372962057,1.728603548,0.07564691
PKX,0.625710016,0.087833269,1.944038908,0.793093951,0.024928733
PLT,-32.03270181,-0.077310577,-7.486924683,1.90017591,0.057511915
PNC,0.051282772,0.015317146,0.315764043,7.415172345,0.291748725
PPG,0.300387548,0.063396985,0.339633934,2.204504781,0.08932959
PRA,0.2626007,-0.02536234,0.54895891,1.803999592,0.14931753
TD,-0.002740726,0.097274006,0.424014965,16.68190058,0.282722042
RY,-0.0051053,0.080379483,0.468219825,17.27876245,0.286225324
SPGI,-0.325504727,0.089407875,0.2586226,19.01985488,0.278780379
RDN,1.388545914,0.049376138,0.010524689,1.08928039,0.196159032
RE,0.606747937,0.125522213,0.272360564,1.719823483,0.138950395
RF,0.137345487,0.133047659,0.33705852,6.915437258,0.217934071
RGA,0.113653045,0.072525187,0.164524303,6.340488647,0.084890974
RIG,-1.79568802,-0.625736739,0.440462428,0.745393991,-0.266704271
RJF,0.031971284,0.130623675,0.206542414,5.132945222,0.098491902
RL,-1.852385153,0.009875469,-0.077485925,0.716497943,0.021645716
IBKR,-0.068274852,0.067959866,0.396049648,50.21509186,0.047251
ROK,0.07647977,0.068556591,0.471499972,2.031649613,0.128712861
RPM,0.136439663,0.071443962,0.588292209,2.414771364,0.057944617
RTN,0.114329339,0.073813783,0.402039247,1.938340865,0.087781434
UPS,-0.040525199,0.054121506,0.618650407,52.50402044,0.071289666
SAP,0.015645751,0.079032811,0.393507844,0.706781896,0.161293922
SB,-0.646994996,-0.215183197,-0.254097805,1.120882631,-0.486147387
SCCO,0.7551903,0.499894125,0.391251273,1.299268689,0.133250427
IP,-0.26453835,0.074674979,0.633264422,5.88960832,0.063448705
SCS,0.187209218,0.051588373,0.520030623,1.359410201,0.041051517
SDRL,0,0,0,1.437827157,-0.567538364
SF,0.519743421,0,0.045108325,5.339541847,0.044786034
SFUN,-17.8493222,0.00450352,-5.481650768,1.900298682,-0.051113534
SID,-0.943870891,-0.35299424,-0.226461525,5.979598346,-0.04450219
SLB,0.019464843,0.124303493,-0.749144544,0.910064087,-0.017231943
SLF,0.040829683,0.093682053,0.444782091,11.79218158,0.095104535
BRKS,-0.577780643,0.071502659,0.64942912,0.23360709,-0.002632962
SNE,0.114511804,0.359733317,0.163182792,5.500574292,0.028459356
ABBV,-0.119691489,0.157073041,0.679446925,12.86431474,0.215127257
SNX,1.083622107,1.439289373,0.130238988,1.826738913,0.016670019
SNY,-0.164499606,0.003152449,0.699939887,0.763734995,0.163868851
T,-0.281818005,0.081612249,0.694077257,2.230271152,0.117855743
SQM,0.148290428,0.437412523,0.782804742,0.91531292,0.156416173
EQGP,-0.148793061,0.023305579,0.718812328,-1.151772401,0.320149689
PBCT,-0.028222837,0.073138561,0.743219256,7.133856695,0.221475714
STI,0.115206634,0.215381831,0.299080833,7.904335725,0.248061407
STM,-0.231174719,-0.147188979,2.140472052,0.787858955,0.019516278
STN,0.419805721,0.181998243,0.390186146,0.994352351,0.045461132
STT,0.102166705,0.127090272,0.340321548,11.92193841,0.19881104
SUP,-3.054863491,0.002997211,-0.633048668,1.035806062,0.027924546
SUPV,0.211274873,1.302318664,0.01909348,8.252283739,0.160409626
SYK,0.054711842,0.112545023,0.443485285,1.090593339,0.124026319
GRMN,-0.146592922,0.039618351,0.774130283,0.32886817,0.185369484
SPKE,-0.506499985,2.149128336,0.782920814,9.34474139,0.020278967
TDS,0.690735792,0.059612123,0.747049037,1.102452054,0.026903011
TEO,0.140380202,0.871002172,0.273968983,1.619920968,0.132403915
PFE,-0.08342473,0.050382151,0.790235371,1.621757255,0.228190353
TEVA,1.805983922,0.031079611,1.797170673,2.216759056,-0.210258612
TGS,-1.235635097,-0.265286479,-0.236159264,2.341558065,0.104364278
THG,0.629008344,0.095510319,0.371103156,3.994012158,0.044375862
TIF,0.188485482,0.082765183,0.528142689,0.708711008,0.104414457
TKR,-0.054824627,-0.025926828,0.483459018,1.185912392,0.062037975
PAYX,-0.010338918,0.102666295,0.801325425,2.516932787,0.263966533
TMK,0.009626122,0.014799361,0.124330318,3.794575496,0.209848112
TOL,-0.13323494,0,0.09309931,1.1876757,0.084355073
TOT,-0.372974565,-0.194629354,0.449468108,1.286525403,0.047263782
TPR,0.059144716,0.01091511,0.806376563,0.941526249,0.100599293
TRN,0.310197451,0.103068485,0.126315916,1.197776411,0.130424843
TRV,0.259090359,0.025020924,0.282619545,3.307703185,0.102996682
TS,-6.246870916,-0.030319012,1.147116617,0.244246397,0.034756918
TSM,0.199560888,0.333365579,0.460145287,0.369189398,0.353977378
TSN,0.16226991,0.453233715,0.140827789,1.452117534,0.041264252
TSU,0.435996472,-0.18968538,0.351900666,0.985752149,0.081916791
TV,0.415173506,0,0.210147177,2.309272489,0.070140927
TVPT,6.554668914,1.03934675,1.585446533,-10.97962763,0.024239837
TWI,0.252308595,0.028999284,-0.020836445,2.694903755,-0.04149583
FORR,-0.043158815,0.044690845,0.883783672,1.396253581,0.045733954
UBS,1.179907275,0.388752555,1.03586929,16.43716748,0.117348933
CME,-0.053698195,0.113935256,1.12114413,2.356557043,0.638807216
UNH,0.043799927,0.267904274,0.2973681,2.073610371,0.042482889
TLP,-0.066799503,0.036501292,1.283212251,1.276787864,0.210069616
ENLK,-2.106579527,0.355491412,1.315081162,1.310136203,-0.148586044
NLY,-1.154783006,0.039397111,1.435178766,6.332906501,0.709166829
UTI,2.534715628,-0.01444842,-0.501771056,2.130383541,-0.062562409
GLOG,-0.481615421,0.521014171,3.361564268,2.944771972,0.003169991
V,0.087648649,0.162197869,0.215681188,0.918915192,0.406015099
VHI,1.677677365,-0.089922803,-0.592054163,-6.04766631,0.00338398
VOYA,0.337531769,-0.073340667,-0.001693268,17.19962165,-0.112574749
W,0,0,0,-5.216167378,-0.047912439
WBS,0.017013517,0.09692432,0.437156058,9.598835598,0.238401302
WFC,0.080118344,0.053947831,0.398747535,9.522441886,0.263804003
WIT,-0.300620114,-0.305495137,0.189678233,0.547404163,0.15834648
WLK,0.09210142,0.100305187,0.154836787,1.325511079,0.128506591
WTM,-0.167736193,-0.066129032,0.0166261,0.792011851,0.721052419
WWE,-0.829824632,0.006450359,1.238304287,1.296796144,0.041284449
TX,-10.5287646,0.10370367,7.419212402,0.926102936,0.058281816
BP,-14.21613458,0.055051536,13.6279752,1.739188637,-0.004781658
YUMC,-0.377529321,0,0.095879025,0.558685322,0.059169977
ZBH,1.012606894,0.102187363,0.596611766,1.58369473,0.099813065
ZTO,-0.694819242,0,0.086352219,0.28558064,0.223518965
